"Scenario","Region","Variable_class","Sub_variable_class_1","Sub_variable_class_2","Sector","Units","year","value"
"FPS","GCC","Electricity generation","Solar","","Power","TWh","2022",12.8
"FPS","IND","Electricity generation","Solar","","Power","TWh","2022",135.9
"FPS","IDN","Electricity generation","Solar","","Power","TWh","2022",1.4
"FPS","JPN","Electricity generation","Solar","","Power","TWh","2022",86.3
"FPS","MENA","Electricity generation","Solar","","Power","TWh","2022",27.8
"FPS","RUS","Electricity generation","Solar","","Power","TWh","2022",4.4
"FPS","SA","Electricity generation","Solar","","Power","TWh","2022",4.6
"FPS","SAF","Electricity generation","Solar","","Power","TWh","2022",8.9
"FPS","SEAO","Electricity generation","Solar","","Power","TWh","2022",27.5
"FPS","KOR","Electricity generation","Solar","","Power","TWh","2022",24
"FPS","SSA","Electricity generation","Solar","","Power","TWh","2022",6.4
"FPS","GBR","Electricity generation","Solar","","Power","TWh","2022",16.6
"FPS","USA","Electricity generation","Solar","","Power","TWh","2022",172.3
"FPS","WEU","Electricity generation","Solar","","Power","TWh","2022",170.3
"FPS","WORLD","Electricity generation","Solar","","Power","TWh","2022",1201.3
"FPS","AUS","Electricity generation","Onshore wind","","Power","TWh","2022",22.6
"FPS","BRA","Electricity generation","Onshore wind","","Power","TWh","2022",72
"FPS","CAN","Electricity generation","Onshore wind","","Power","TWh","2022",51.4
"FPS","CHN","Electricity generation","Onshore wind","","Power","TWh","2022",626.1
"FPS","CSA","Electricity generation","Onshore wind","","Power","TWh","2022",56.7
"FPS","EEU","Electricity generation","Onshore wind","","Power","TWh","2022",24.9
"FPS","EURA","Electricity generation","Onshore wind","","Power","TWh","2022",9.2
"FPS","GCC","Electricity generation","Onshore wind","","Power","TWh","2022",0.4
"FPS","IND","Electricity generation","Onshore wind","","Power","TWh","2022",146.9
"FPS","IDN","Electricity generation","Onshore wind","","Power","TWh","2022",0.1
"FPS","JPN","Electricity generation","Onshore wind","","Power","TWh","2022",10.3
"FPS","MENA","Electricity generation","Onshore wind","","Power","TWh","2022",20.5
"FPS","RUS","Electricity generation","Onshore wind","","Power","TWh","2022",4.9
"FPS","SA","Electricity generation","Onshore wind","","Power","TWh","2022",6.1
"FPS","SAF","Electricity generation","Onshore wind","","Power","TWh","2022",0.5
"FPS","SEAO","Electricity generation","Onshore wind","","Power","TWh","2022",11.4
"FPS","KOR","Electricity generation","Onshore wind","","Power","TWh","2022",4.1
"FPS","SSA","Electricity generation","Onshore wind","","Power","TWh","2022",3.4
"FPS","GBR","Electricity generation","Onshore wind","","Power","TWh","2022",42.8
"FPS","USA","Electricity generation","Onshore wind","","Power","TWh","2022",432.6
"FPS","WEU","Electricity generation","Onshore wind","","Power","TWh","2022",348.8
"FPS","WORLD","Electricity generation","Onshore wind","","Power","TWh","2022",1895.7
"FPS","AUS","Electricity generation","Offshore wind","","Power","TWh","2022",0.6
"FPS","BRA","Electricity generation","Offshore wind","","Power","TWh","2022",0.8
"FPS","CAN","Electricity generation","Offshore wind","","Power","TWh","2022",1.4
"FPS","CHN","Electricity generation","Offshore wind","","Power","TWh","2022",25.5
"FPS","CSA","Electricity generation","Offshore wind","","Power","TWh","2022",0.8
"FPS","EEU","Electricity generation","Offshore wind","","Power","TWh","2022",1
"FPS","EURA","Electricity generation","Offshore wind","","Power","TWh","2022",0.3
"FPS","GCC","Electricity generation","Offshore wind","","Power","TWh","2022",0
"FPS","IND","Electricity generation","Offshore wind","","Power","TWh","2022",1.1
"FPS","IDN","Electricity generation","Offshore wind","","Power","TWh","2022",0
"FPS","JPN","Electricity generation","Offshore wind","","Power","TWh","2022",2.1
"FPS","MENA","Electricity generation","Offshore wind","","Power","TWh","2022",0.3
"FPS","RUS","Electricity generation","Offshore wind","","Power","TWh","2022",0.1
"FPS","SA","Electricity generation","Offshore wind","","Power","TWh","2022",0
"FPS","SAF","Electricity generation","Offshore wind","","Power","TWh","2022",0.1
"FPS","SEAO","Electricity generation","Offshore wind","","Power","TWh","2022",0.9
"FPS","KOR","Electricity generation","Offshore wind","","Power","TWh","2022",1.1
"FPS","SSA","Electricity generation","Offshore wind","","Power","TWh","2022",0.1
"FPS","GBR","Electricity generation","Offshore wind","","Power","TWh","2022",51.5
"FPS","USA","Electricity generation","Offshore wind","","Power","TWh","2022",7
"FPS","WEU","Electricity generation","Offshore wind","","Power","TWh","2022",58
"FPS","WORLD","Electricity generation","Offshore wind","","Power","TWh","2022",152.7
"FPS","AUS","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","BRA","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","CAN","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","CHN","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","CSA","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","EEU","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","EURA","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","GCC","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","IND","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","IDN","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","JPN","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","MENA","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","RUS","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","SA","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","SAF","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","SEAO","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","KOR","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","SSA","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","GBR","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","USA","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","WEU","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","WORLD","Electricity generation","Hydrogen","","Power","TWh","2022",0
"FPS","AUS","Capacity","Electricity generation","Coal","Power","GW","2023",22.3
"FPS","BRA","Capacity","Electricity generation","Coal","Power","GW","2023",3.5
"FPS","CAN","Capacity","Electricity generation","Coal","Power","GW","2023",6.7
"FPS","CHN","Capacity","Electricity generation","Coal","Power","GW","2023",1236.1
"FPS","CSA","Capacity","Electricity generation","Coal","Power","GW","2023",12.5
"FPS","EEU","Capacity","Electricity generation","Coal","Power","GW","2023",42.5
"FPS","EURA","Capacity","Electricity generation","Coal","Power","GW","2023",37.7
"FPS","GCC","Capacity","Electricity generation","Coal","Power","GW","2023",0
"FPS","IND","Capacity","Electricity generation","Coal","Power","GW","2023",220
"FPS","IDN","Capacity","Electricity generation","Coal","Power","GW","2023",49.6
"FPS","JPN","Capacity","Electricity generation","Coal","Power","GW","2023",40
"FPS","MENA","Capacity","Electricity generation","Coal","Power","GW","2023",29.2
"FPS","RUS","Capacity","Electricity generation","Coal","Power","GW","2023",40.2
"FPS","SA","Capacity","Electricity generation","Coal","Power","GW","2023",10.4
"FPS","SAF","Capacity","Electricity generation","Coal","Power","GW","2023",32.4
"FPS","SEAO","Capacity","Electricity generation","Coal","Power","GW","2023",68.2
"FPS","KOR","Capacity","Electricity generation","Coal","Power","GW","2023",26.9
"FPS","SSA","Capacity","Electricity generation","Coal","Power","GW","2023",2.8
"FPS","GBR","Capacity","Electricity generation","Coal","Power","GW","2023",1.4
"FPS","USA","Capacity","Electricity generation","Coal","Power","GW","2023",154.4
"FPS","WEU","Capacity","Electricity generation","Coal","Power","GW","2023",39.9
"FPS","WORLD","Capacity","Electricity generation","Coal","Power","GW","2023",2076.8
"FPS","AUS","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","BRA","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","CAN","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","CHN","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","CSA","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","EEU","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","EURA","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","GCC","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","IND","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","IDN","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","JPN","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","MENA","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","RUS","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","SA","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","SAF","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","SEAO","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","KOR","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","SSA","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","GBR","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","USA","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","WEU","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","WORLD","Capacity","Electricity generation","Coal CCS","Power","GW","2023",0
"FPS","AUS","Capacity","Electricity generation","Oil","Power","GW","2023",3.3
"FPS","BRA","Capacity","Electricity generation","Oil","Power","GW","2023",7.7
"FPS","CAN","Capacity","Electricity generation","Oil","Power","GW","2023",3.9
"FPS","CHN","Capacity","Electricity generation","Oil","Power","GW","2023",17.3
"FPS","CSA","Capacity","Electricity generation","Oil","Power","GW","2023",51.2
"FPS","EEU","Capacity","Electricity generation","Oil","Power","GW","2023",3.4
"FPS","EURA","Capacity","Electricity generation","Oil","Power","GW","2023",13.5
"FPS","GCC","Capacity","Electricity generation","Oil","Power","GW","2023",58.2
"FPS","IND","Capacity","Electricity generation","Oil","Power","GW","2023",1.9
"FPS","IDN","Capacity","Electricity generation","Oil","Power","GW","2023",4.5
"FPS","JPN","Capacity","Electricity generation","Oil","Power","GW","2023",18
"FPS","MENA","Capacity","Electricity generation","Oil","Power","GW","2023",42
"FPS","RUS","Capacity","Electricity generation","Oil","Power","GW","2023",14.1
"FPS","SA","Capacity","Electricity generation","Oil","Power","GW","2023",10
"FPS","SAF","Capacity","Electricity generation","Oil","Power","GW","2023",5.4
"FPS","SEAO","Capacity","Electricity generation","Oil","Power","GW","2023",17.5
"FPS","KOR","Capacity","Electricity generation","Oil","Power","GW","2023",1.3
"FPS","SSA","Capacity","Electricity generation","Oil","Power","GW","2023",15.5
"FPS","GBR","Capacity","Electricity generation","Oil","Power","GW","2023",4.1
"FPS","USA","Capacity","Electricity generation","Oil","Power","GW","2023",29.2
"FPS","WEU","Capacity","Electricity generation","Oil","Power","GW","2023",22.4
"FPS","WORLD","Capacity","Electricity generation","Oil","Power","GW","2023",344.2
"FPS","AUS","Capacity","Electricity generation","Natural gas","Power","GW","2023",19
"FPS","BRA","Capacity","Electricity generation","Natural gas","Power","GW","2023",14.1
"FPS","CAN","Capacity","Electricity generation","Natural gas","Power","GW","2023",14.8
"FPS","CHN","Capacity","Electricity generation","Natural gas","Power","GW","2023",57.8
"FPS","CSA","Capacity","Electricity generation","Natural gas","Power","GW","2023",91.5
"FPS","EEU","Capacity","Electricity generation","Natural gas","Power","GW","2023",26.8
"FPS","EURA","Capacity","Electricity generation","Natural gas","Power","GW","2023",48.5
"FPS","GCC","Capacity","Electricity generation","Natural gas","Power","GW","2023",119.3
"FPS","IND","Capacity","Electricity generation","Natural gas","Power","GW","2023",31
"FPS","IDN","Capacity","Electricity generation","Natural gas","Power","GW","2023",19.8
"FPS","JPN","Capacity","Electricity generation","Natural gas","Power","GW","2023",59.7
"FPS","MENA","Capacity","Electricity generation","Natural gas","Power","GW","2023",223.2
"FPS","RUS","Capacity","Electricity generation","Natural gas","Power","GW","2023",107.4
"FPS","SA","Capacity","Electricity generation","Natural gas","Power","GW","2023",38.8
"FPS","SAF","Capacity","Electricity generation","Natural gas","Power","GW","2023",0
"FPS","SEAO","Capacity","Electricity generation","Natural gas","Power","GW","2023",90.1
"FPS","KOR","Capacity","Electricity generation","Natural gas","Power","GW","2023",39.4
"FPS","SSA","Capacity","Electricity generation","Natural gas","Power","GW","2023",36.3
"FPS","GBR","Capacity","Electricity generation","Natural gas","Power","GW","2023",28.7
"FPS","USA","Capacity","Electricity generation","Natural gas","Power","GW","2023",595.1
"FPS","WEU","Capacity","Electricity generation","Natural gas","Power","GW","2023",201.7
"FPS","WORLD","Capacity","Electricity generation","Natural gas","Power","GW","2023",1862.9
"FPS","AUS","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","BRA","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","CAN","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","CHN","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","CSA","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","EEU","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","EURA","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","GCC","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","IND","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","IDN","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","JPN","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","MENA","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","RUS","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","SA","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","SAF","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","SEAO","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","KOR","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","SSA","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","GBR","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","USA","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","WEU","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","WORLD","Capacity","Electricity generation","Natural gas CCS","Power","GW","2023",0
"FPS","AUS","Capacity","Electricity generation","Nuclear","Power","GW","2023",0
"FPS","BRA","Capacity","Electricity generation","Nuclear","Power","GW","2023",1.8
"FPS","CAN","Capacity","Electricity generation","Nuclear","Power","GW","2023",11.2
"FPS","CHN","Capacity","Electricity generation","Nuclear","Power","GW","2023",66.3
"FPS","CSA","Capacity","Electricity generation","Nuclear","Power","GW","2023",2.9
"FPS","EEU","Capacity","Electricity generation","Nuclear","Power","GW","2023",13.4
"FPS","EURA","Capacity","Electricity generation","Nuclear","Power","GW","2023",10.9
"FPS","GCC","Capacity","Electricity generation","Nuclear","Power","GW","2023",0
"FPS","IND","Capacity","Electricity generation","Nuclear","Power","GW","2023",7.3
"FPS","IDN","Capacity","Electricity generation","Nuclear","Power","GW","2023",0
"FPS","JPN","Capacity","Electricity generation","Nuclear","Power","GW","2023",11.8
"FPS","MENA","Capacity","Electricity generation","Nuclear","Power","GW","2023",0.7
"FPS","RUS","Capacity","Electricity generation","Nuclear","Power","GW","2023",26.2
"FPS","SA","Capacity","Electricity generation","Nuclear","Power","GW","2023",1.8
"FPS","SAF","Capacity","Electricity generation","Nuclear","Power","GW","2023",1.5
"FPS","SEAO","Capacity","Electricity generation","Nuclear","Power","GW","2023",4
"FPS","KOR","Capacity","Electricity generation","Nuclear","Power","GW","2023",24.8
"FPS","SSA","Capacity","Electricity generation","Nuclear","Power","GW","2023",0
"FPS","GBR","Capacity","Electricity generation","Nuclear","Power","GW","2023",7.6
"FPS","USA","Capacity","Electricity generation","Nuclear","Power","GW","2023",95.2
"FPS","WEU","Capacity","Electricity generation","Nuclear","Power","GW","2023",83.2
"FPS","WORLD","Capacity","Electricity generation","Nuclear","Power","GW","2023",370.7
"FPS","AUS","Capacity","Electricity generation","Hydro","Power","GW","2023",3.7
"FPS","BRA","Capacity","Electricity generation","Hydro","Power","GW","2023",102.1
"FPS","CAN","Capacity","Electricity generation","Hydro","Power","GW","2023",70.1
"FPS","CHN","Capacity","Electricity generation","Hydro","Power","GW","2023",358.6
"FPS","CSA","Capacity","Electricity generation","Hydro","Power","GW","2023",87.9
"FPS","EEU","Capacity","Electricity generation","Hydro","Power","GW","2023",11.9
"FPS","EURA","Capacity","Electricity generation","Hydro","Power","GW","2023",22.3
"FPS","GCC","Capacity","Electricity generation","Hydro","Power","GW","2023",0.3
"FPS","IND","Capacity","Electricity generation","Hydro","Power","GW","2023",48.7
"FPS","IDN","Capacity","Electricity generation","Hydro","Power","GW","2023",10.6
"FPS","JPN","Capacity","Electricity generation","Hydro","Power","GW","2023",19.5
"FPS","MENA","Capacity","Electricity generation","Hydro","Power","GW","2023",33.8
"FPS","RUS","Capacity","Electricity generation","Hydro","Power","GW","2023",52.5
"FPS","SA","Capacity","Electricity generation","Hydro","Power","GW","2023",14.6
"FPS","SAF","Capacity","Electricity generation","Hydro","Power","GW","2023",1.4
"FPS","SEAO","Capacity","Electricity generation","Hydro","Power","GW","2023",54.3
"FPS","KOR","Capacity","Electricity generation","Hydro","Power","GW","2023",0.9
"FPS","SSA","Capacity","Electricity generation","Hydro","Power","GW","2023",35.4
"FPS","GBR","Capacity","Electricity generation","Hydro","Power","GW","2023",1.8
"FPS","USA","Capacity","Electricity generation","Hydro","Power","GW","2023",73.3
"FPS","WEU","Capacity","Electricity generation","Hydro","Power","GW","2023",123.6
"FPS","WORLD","Capacity","Electricity generation","Hydro","Power","GW","2023",1127.1
"FPS","AUS","Capacity","Electricity generation","Biomass","Power","GW","2023",1.2
"FPS","BRA","Capacity","Electricity generation","Biomass","Power","GW","2023",17.5
"FPS","CAN","Capacity","Electricity generation","Biomass","Power","GW","2023",3.3
"FPS","CHN","Capacity","Electricity generation","Biomass","Power","GW","2023",27.1
"FPS","CSA","Capacity","Electricity generation","Biomass","Power","GW","2023",5.9
"FPS","EEU","Capacity","Electricity generation","Biomass","Power","GW","2023",4.7
"FPS","EURA","Capacity","Electricity generation","Biomass","Power","GW","2023",0.4
"FPS","GCC","Capacity","Electricity generation","Biomass","Power","GW","2023",0
"FPS","IND","Capacity","Electricity generation","Biomass","Power","GW","2023",23.5
"FPS","IDN","Capacity","Electricity generation","Biomass","Power","GW","2023",3.9
"FPS","JPN","Capacity","Electricity generation","Biomass","Power","GW","2023",5.1
"FPS","MENA","Capacity","Electricity generation","Biomass","Power","GW","2023",1.2
"FPS","RUS","Capacity","Electricity generation","Biomass","Power","GW","2023",2.9
"FPS","SA","Capacity","Electricity generation","Biomass","Power","GW","2023",0.1
"FPS","SAF","Capacity","Electricity generation","Biomass","Power","GW","2023",0.2
"FPS","SEAO","Capacity","Electricity generation","Biomass","Power","GW","2023",4.6
"FPS","KOR","Capacity","Electricity generation","Biomass","Power","GW","2023",1.7
"FPS","SSA","Capacity","Electricity generation","Biomass","Power","GW","2023",0.7
"FPS","GBR","Capacity","Electricity generation","Biomass","Power","GW","2023",8.8
"FPS","USA","Capacity","Electricity generation","Biomass","Power","GW","2023",14.1
"FPS","WEU","Capacity","Electricity generation","Biomass","Power","GW","2023",32.5
"FPS","WORLD","Capacity","Electricity generation","Biomass","Power","GW","2023",159.5
"FPS","AUS","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","BRA","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","CAN","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","CHN","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","CSA","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","EEU","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","EURA","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","GCC","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","IND","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","IDN","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","JPN","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","MENA","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","RUS","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","SA","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","SAF","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","SEAO","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","KOR","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","SSA","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","GBR","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","USA","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","WEU","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","WORLD","Capacity","Electricity generation","Biomass CCS","Power","GW","2023",0
"FPS","AUS","Capacity","Electricity generation","Solar","Power","GW","2023",19.4
"FPS","BRA","Capacity","Electricity generation","Solar","Power","GW","2023",14
"FPS","CAN","Capacity","Electricity generation","Solar","Power","GW","2023",9.2
"FPS","CHN","Capacity","Electricity generation","Solar","Power","GW","2023",362.4
"FPS","CSA","Capacity","Electricity generation","Solar","Power","GW","2023",31.1
"FPS","EEU","Capacity","Electricity generation","Solar","Power","GW","2023",7.3
"FPS","EURA","Capacity","Electricity generation","Solar","Power","GW","2023",13.5
"FPS","GCC","Capacity","Electricity generation","Solar","Power","GW","2023",12.8
"FPS","IND","Capacity","Electricity generation","Solar","Power","GW","2023",135.5
"FPS","IDN","Capacity","Electricity generation","Solar","Power","GW","2023",2.2
"FPS","JPN","Capacity","Electricity generation","Solar","Power","GW","2023",79.7
"FPS","MENA","Capacity","Electricity generation","Solar","Power","GW","2023",23.5
"FPS","RUS","Capacity","Electricity generation","Solar","Power","GW","2023",6.9
"FPS","SA","Capacity","Electricity generation","Solar","Power","GW","2023",3.5
"FPS","SAF","Capacity","Electricity generation","Solar","Power","GW","2023",6.6
"FPS","SEAO","Capacity","Electricity generation","Solar","Power","GW","2023",29.6
"FPS","KOR","Capacity","Electricity generation","Solar","Power","GW","2023",26.8
"FPS","SSA","Capacity","Electricity generation","Solar","Power","GW","2023",7.2
"FPS","GBR","Capacity","Electricity generation","Solar","Power","GW","2023",18.1
"FPS","USA","Capacity","Electricity generation","Solar","Power","GW","2023",82.6
"FPS","WEU","Capacity","Electricity generation","Solar","Power","GW","2023",192.4
"FPS","WORLD","Capacity","Electricity generation","Solar","Power","GW","2023",1084.4
"FPS","AUS","Capacity","Electricity generation","Onshore wind","Power","GW","2023",9
"FPS","BRA","Capacity","Electricity generation","Onshore wind","Power","GW","2023",21.2
"FPS","CAN","Capacity","Electricity generation","Onshore wind","Power","GW","2023",23.4
"FPS","CHN","Capacity","Electricity generation","Onshore wind","Power","GW","2023",304.8
"FPS","CSA","Capacity","Electricity generation","Onshore wind","Power","GW","2023",22.2
"FPS","EEU","Capacity","Electricity generation","Onshore wind","Power","GW","2023",41.9
"FPS","EURA","Capacity","Electricity generation","Onshore wind","Power","GW","2023",5.9
"FPS","GCC","Capacity","Electricity generation","Onshore wind","Power","GW","2023",0.3
"FPS","IND","Capacity","Electricity generation","Onshore wind","Power","GW","2023",78.3
"FPS","IDN","Capacity","Electricity generation","Onshore wind","Power","GW","2023",0.2
"FPS","JPN","Capacity","Electricity generation","Onshore wind","Power","GW","2023",4.9
"FPS","MENA","Capacity","Electricity generation","Onshore wind","Power","GW","2023",8.9
"FPS","RUS","Capacity","Electricity generation","Onshore wind","Power","GW","2023",3.9
"FPS","SA","Capacity","Electricity generation","Onshore wind","Power","GW","2023",3.1
"FPS","SAF","Capacity","Electricity generation","Onshore wind","Power","GW","2023",0.2
"FPS","SEAO","Capacity","Electricity generation","Onshore wind","Power","GW","2023",5.7
"FPS","KOR","Capacity","Electricity generation","Onshore wind","Power","GW","2023",2.6
"FPS","SSA","Capacity","Electricity generation","Onshore wind","Power","GW","2023",4.1
"FPS","GBR","Capacity","Electricity generation","Onshore wind","Power","GW","2023",17.5
"FPS","USA","Capacity","Electricity generation","Onshore wind","Power","GW","2023",185.4
"FPS","WEU","Capacity","Electricity generation","Onshore wind","Power","GW","2023",156.9
"FPS","WORLD","Capacity","Electricity generation","Onshore wind","Power","GW","2023",900.5
"FPS","AUS","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.2
"FPS","BRA","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.3
"FPS","CAN","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.7
"FPS","CHN","Capacity","Electricity generation","Offshore wind","Power","GW","2023",11.6
"FPS","CSA","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.4
"FPS","EEU","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.3
"FPS","EURA","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.2
"FPS","GCC","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0
"FPS","IND","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.8
"FPS","IDN","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0
"FPS","JPN","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.9
"FPS","MENA","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.2
"FPS","RUS","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.1
"FPS","SA","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0
"FPS","SAF","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0
"FPS","SEAO","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.5
"FPS","KOR","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.5
"FPS","SSA","Capacity","Electricity generation","Offshore wind","Power","GW","2023",0.1
"FPS","GBR","Capacity","Electricity generation","Offshore wind","Power","GW","2023",11.7
"FPS","USA","Capacity","Electricity generation","Offshore wind","Power","GW","2023",3.1
"FPS","WEU","Capacity","Electricity generation","Offshore wind","Power","GW","2023",10.9
"FPS","WORLD","Capacity","Electricity generation","Offshore wind","Power","GW","2023",42.5
"FPS","AUS","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","BRA","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","CAN","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","CHN","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","CSA","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","EEU","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","EURA","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","GCC","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","IND","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","IDN","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","JPN","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","MENA","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","RUS","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","SA","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
"FPS","SAF","Capacity","Electricity generation","Hydrogen","Power","GW","2023",0
