"Scenario","Sector","Region","Technology","Sub_Technology","Year","LCOE"
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2030,35.66526186
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2031,34.28752969
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2032,32.98359203
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2033,31.74651965
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2034,30.57045698
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2035,29.45041931
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2036,28.38213764
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2037,27.36193912
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2038,26.38665468
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2039,25.45354757
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2040,24.56025833
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2041,23.70476253
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2042,22.88533844
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2043,22.10054174
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2044,21.3491845
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2045,20.63031531
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2046,19.94319662
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2047,19.28727559
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2048,18.66214436
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2049,18.06748739
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2050,17.5030161
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2051,16.96839511
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2052,16.46316899
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2053,15.98670096
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2054,15.53813473
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2055,15.11638599
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2056,14.72016345
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2057,14.34801281
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2058,13.99837335
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2059,13.66963663
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2060,13.36019935
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2061,13.06850563
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2062,12.79307733
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2063,12.53253316
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2064,12.28559847
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2065,12.05110799
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2066,11.82800363
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2067,11.61532912
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2068,11.41222283
"Oxford - slow_transition","Power","World","Renewables","Solar PV",2069,11.21790981
"Oxford - slow_transition","Power","World","Renewables","Wind",2018,53.70492813
"Oxford - slow_transition","Power","World","Renewables","Wind",2019,52.44101992
"Oxford - slow_transition","Power","World","Renewables","Wind",2020,51.26795857
"Oxford - slow_transition","Power","World","Renewables","Wind",2021,50.17052288
"Oxford - slow_transition","Power","World","Renewables","Wind",2022,49.13703266
"Oxford - slow_transition","Power","World","Renewables","Wind",2023,48.1585448
"Oxford - slow_transition","Power","World","Renewables","Wind",2024,47.22780044
"Oxford - slow_transition","Power","World","Renewables","Wind",2025,46.33895477
"Oxford - slow_transition","Power","World","Renewables","Wind",2026,45.48725123
"Oxford - slow_transition","Power","World","Renewables","Wind",2027,44.66878854
"Oxford - slow_transition","Power","World","Renewables","Wind",2028,43.88035196
"Oxford - slow_transition","Power","World","Renewables","Wind",2029,43.11929055
"Oxford - slow_transition","Power","World","Renewables","Wind",2030,42.38342825
"Oxford - slow_transition","Power","World","Renewables","Wind",2031,41.67100019
"Oxford - slow_transition","Power","World","Renewables","Wind",2032,40.98060818
"Oxford - slow_transition","Power","World","Renewables","Wind",2033,40.3111898
"Oxford - slow_transition","Power","World","Renewables","Wind",2034,39.66199604
"Oxford - slow_transition","Power","World","Renewables","Wind",2035,39.03257107
"Oxford - slow_transition","Power","World","Renewables","Wind",2036,38.42272678
"Oxford - slow_transition","Power","World","Renewables","Wind",2037,37.83250384
"Oxford - slow_transition","Power","World","Renewables","Wind",2038,37.26211236
"Oxford - slow_transition","Power","World","Renewables","Wind",2039,36.71184977
"Oxford - slow_transition","Power","World","Renewables","Wind",2040,36.18200171
"Oxford - slow_transition","Power","World","Renewables","Wind",2041,35.67274085
"Oxford - slow_transition","Power","World","Renewables","Wind",2042,35.18404344
"Oxford - slow_transition","Power","World","Renewables","Wind",2043,34.71564055
"Oxford - slow_transition","Power","World","Renewables","Wind",2044,34.26701076
"Oxford - slow_transition","Power","World","Renewables","Wind",2045,33.83740913
"Oxford - slow_transition","Power","World","Renewables","Wind",2046,33.42591907
"Oxford - slow_transition","Power","World","Renewables","Wind",2047,33.03151252
"Oxford - slow_transition","Power","World","Renewables","Wind",2048,32.65310649
"Oxford - slow_transition","Power","World","Renewables","Wind",2049,32.28960985
"Oxford - slow_transition","Power","World","Renewables","Wind",2050,31.93995782
"Oxford - slow_transition","Power","World","Renewables","Wind",2051,31.60313505
"Oxford - slow_transition","Power","World","Renewables","Wind",2052,31.27818924
"Oxford - slow_transition","Power","World","Renewables","Wind",2053,30.96423768
"Oxford - slow_transition","Power","World","Renewables","Wind",2054,30.66046885
"Oxford - slow_transition","Power","World","Renewables","Wind",2055,30.36614074
"Oxford - slow_transition","Power","World","Renewables","Wind",2056,30.0805773
"Oxford - slow_transition","Power","World","Renewables","Wind",2057,29.8031638
"Oxford - slow_transition","Power","World","Renewables","Wind",2058,29.53340307
"Oxford - slow_transition","Power","World","Renewables","Wind",2059,29.27076471
"Oxford - slow_transition","Power","World","Renewables","Wind",2060,29.01477187
"Oxford - slow_transition","Power","World","Renewables","Wind",2061,28.76499439
"Oxford - slow_transition","Power","World","Renewables","Wind",2062,28.52104301
"Oxford - slow_transition","Power","World","Renewables","Wind",2063,28.28256442
"Oxford - slow_transition","Power","World","Renewables","Wind",2064,28.04923703
"Oxford - slow_transition","Power","World","Renewables","Wind",2065,27.82106475
"Oxford - slow_transition","Power","World","Renewables","Wind",2066,27.59927791
"Oxford - slow_transition","Power","World","Renewables","Wind",2067,27.38355344
"Oxford - slow_transition","Power","World","Renewables","Wind",2068,27.17359435
"Oxford - slow_transition","Power","World","Renewables","Wind",2069,26.96914324
"Oxford - slow_transition","Power","World","Renewables","Hydro",2018,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2019,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2020,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2021,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2022,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2023,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2024,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2025,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2026,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2027,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2028,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2029,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2030,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2031,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2032,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2033,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2034,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2035,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2036,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2037,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2038,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2039,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2040,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2041,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2042,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2043,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2044,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2045,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2046,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2047,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2048,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2049,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2050,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2051,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2052,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2053,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2054,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2055,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2056,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2057,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2058,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2059,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2060,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2061,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2062,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2063,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2064,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2065,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2066,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2067,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2068,46.80000013
"Oxford - slow_transition","Power","World","Renewables","Hydro",2069,46.80000013
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2018,71.70483338
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2019,71.40721385
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2020,71.10748267
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2021,70.80600062
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2022,70.5031737
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2023,70.19949558
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2024,69.89561347
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2025,69.59241794
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2026,69.29977738
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2027,69.01880251
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2028,68.74770236
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2029,68.4851935
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2030,68.23053482
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2031,67.98324076
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2032,67.7430998
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2033,67.51008889
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2034,67.2839393
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2035,67.06426105
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2036,66.85062077
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2037,66.64258482
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2038,66.43978663
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2039,66.24181885
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2040,66.04831817
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2041,65.85895935
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2042,65.67345005
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2043,65.49152666
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2044,65.31295067
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2045,65.13750563
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2046,64.96499456
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2047,64.79523772
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2048,64.6280707
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2049,64.46334274
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2050,64.30091532
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2051,64.14066089
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2052,63.98246174
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2053,63.82620911
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2054,63.67180225
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2055,63.51914776
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2056,63.36815885
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2057,63.21875477
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2058,63.07086031
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2059,62.925549
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2060,62.78367774
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2061,62.64543568
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2062,62.51073359
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2063,62.37934269
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2064,62.25105526
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2065,62.12568212
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2066,62.00305053
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2067,61.88300229
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2068,61.76539223
"Oxford - fast_transition","Power","World","Renewables","Bioenergy",2069,61.65008676
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2018,40.53833845
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2019,39.24743823
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2020,38.1880787
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2021,37.31470715
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2022,36.59185453
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2023,35.99160266
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2024,35.49176512
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2025,35.07456102
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2026,34.72563424
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2027,34.43331845
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2028,34.18807957
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2029,33.98208782
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2030,33.80888583
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2031,33.66312859
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2032,33.54037795
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2033,33.43693882
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2034,33.34972764
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2035,33.27616613
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2036,33.21409482
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2037,33.16170248
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2038,33.11746806
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2039,33.08011291
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2040,33.04856116
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2041,33.02190693
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2042,32.99938695
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2043,32.98035778
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2044,32.96427675
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2045,32.950686
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2046,32.93919908
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2047,32.92948976
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2048,32.92128255
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2049,32.91434476
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2050,32.90847984
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2051,32.90352174
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2052,32.89933013
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2053,32.89578645
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2054,32.89279049
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2055,32.89025755
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2056,32.88811604
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2057,32.88630546
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2058,32.88477464
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2059,32.88348036
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2060,32.88238606
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2061,32.88146083
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2062,32.88067855
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2063,32.88001713
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2064,32.87945789
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2065,32.87898505
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2066,32.87858526
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2067,32.87824723
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2068,32.87796142
"Oxford - fast_transition","Fossil Fuels","World","Oil",NA,2069,32.87771977
"Oxford - fast_transition","Power","World","Coal","Coal",2018,60.04294901
"Oxford - fast_transition","Power","World","Coal","Coal",2019,59.97164921
"Oxford - fast_transition","Power","World","Coal","Coal",2020,59.90566549
"Oxford - fast_transition","Power","World","Coal","Coal",2021,59.84459633
"Oxford - fast_transition","Power","World","Coal","Coal",2022,59.78807129
"Oxford - fast_transition","Power","World","Coal","Coal",2023,59.73574847
"Oxford - fast_transition","Power","World","Coal","Coal",2024,59.68731222
"Oxford - fast_transition","Power","World","Coal","Coal",2025,59.64247107
"Oxford - fast_transition","Power","World","Coal","Coal",2026,59.60095579
"Oxford - fast_transition","Power","World","Coal","Coal",2027,59.56251766
"Oxford - fast_transition","Power","World","Coal","Coal",2028,59.52692683
"Oxford - fast_transition","Power","World","Coal","Coal",2029,59.4939709
"Oxford - fast_transition","Power","World","Coal","Coal",2030,59.4634535
"Oxford - fast_transition","Power","World","Coal","Coal",2031,59.43519309
"Oxford - fast_transition","Power","World","Coal","Coal",2032,59.40902179
"Oxford - fast_transition","Power","World","Coal","Coal",2033,59.38478436
"Oxford - fast_transition","Power","World","Coal","Coal",2034,59.36233719
"Oxford - fast_transition","Power","World","Coal","Coal",2035,59.34154746
"Oxford - fast_transition","Power","World","Coal","Coal",2036,59.32229226
"Oxford - fast_transition","Power","World","Coal","Coal",2037,59.30445788
"Oxford - fast_transition","Power","World","Coal","Coal",2038,59.28793911
"Oxford - fast_transition","Power","World","Coal","Coal",2039,59.27263857
"Oxford - fast_transition","Power","World","Coal","Coal",2040,59.25846614
"Oxford - fast_transition","Power","World","Coal","Coal",2041,59.24533839
"Oxford - fast_transition","Power","World","Coal","Coal",2042,59.23317813
"Oxford - fast_transition","Power","World","Coal","Coal",2043,59.22191387
"Oxford - fast_transition","Power","World","Coal","Coal",2044,59.21147944
"Oxford - fast_transition","Power","World","Coal","Coal",2045,59.20181358
"Oxford - fast_transition","Power","World","Coal","Coal",2046,59.19285956
"Oxford - fast_transition","Power","World","Coal","Coal",2047,59.18456487
"Oxford - fast_transition","Power","World","Coal","Coal",2048,59.17688087
"Oxford - fast_transition","Power","World","Coal","Coal",2049,59.16976254
"Oxford - fast_transition","Power","World","Coal","Coal",2050,59.16316816
"Oxford - fast_transition","Power","World","Coal","Coal",2051,59.15705912
"Oxford - fast_transition","Power","World","Coal","Coal",2052,59.15139966
"Oxford - fast_transition","Power","World","Coal","Coal",2053,59.14615665
"Oxford - fast_transition","Power","World","Coal","Coal",2054,59.14129941
"Oxford - fast_transition","Power","World","Coal","Coal",2055,59.13679953
"Oxford - fast_transition","Power","World","Coal","Coal",2056,59.1326307
"Oxford - fast_transition","Power","World","Coal","Coal",2057,59.12876854
"Oxford - fast_transition","Power","World","Coal","Coal",2058,59.12519047
"Oxford - fast_transition","Power","World","Coal","Coal",2059,59.12187558
"Oxford - fast_transition","Power","World","Coal","Coal",2060,59.1188045
"Oxford - fast_transition","Power","World","Coal","Coal",2061,59.11595928
"Oxford - fast_transition","Power","World","Coal","Coal",2062,59.11332331
"Oxford - fast_transition","Power","World","Coal","Coal",2063,59.11088119
"Oxford - fast_transition","Power","World","Coal","Coal",2064,59.10861865
"Oxford - fast_transition","Power","World","Coal","Coal",2065,59.10652248
"Oxford - fast_transition","Power","World","Coal","Coal",2066,59.10458045
"Oxford - fast_transition","Power","World","Coal","Coal",2067,59.10278122
"Oxford - fast_transition","Power","World","Coal","Coal",2068,59.10111427
"Oxford - fast_transition","Power","World","Coal","Coal",2069,59.09956989
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2018,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2019,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2020,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2021,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2022,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2023,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2024,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2025,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2026,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2027,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2028,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2029,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2030,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2031,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2032,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2033,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2034,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2035,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2036,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2037,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2038,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2039,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2040,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2041,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2042,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2043,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2044,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2045,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2046,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2047,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2048,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2049,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2050,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2051,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2052,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2053,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2054,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2055,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2056,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2057,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2058,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2059,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2060,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2061,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2062,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2063,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2064,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2065,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2066,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2067,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2068,90.00000025
"Oxford - fast_transition","Power","World","Nuclear","Nuclear",2069,90.00000025
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2018,10.95843872
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2019,11.09080203
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2020,11.20112379
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2021,11.29289783
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2022,11.36912154
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2023,11.43234712
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2024,11.48473462
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2025,11.52810335
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2026,11.56397967
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2027,11.59364005
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2028,11.61814927
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2029,11.63839363
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2030,11.6551096
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2031,11.66890831
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2032,11.68029624
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2033,11.68969282
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2034,11.69744503
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2035,11.70383983
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2036,11.70911433
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2037,11.71346441
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2038,11.71705183
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2039,11.72001013
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2040,11.72244952
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2041,11.72446092
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2042,11.72611939
"Oxford - fast_transition","Fossil Fuels","World","Gas",NA,2043,11.72748681
